Claim ID,Customer,Month,WeekOfMonth,DayOfWeek,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Fault,FraudFound_P,RepNumber,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,BasePolicy,Vehicle Class,AccidentArea,Age,Product Name,VehiclePrice,DriverRating,AgeOfVehicle
CLM100000127,XA55993,Jan,4,Saturday,Monday,Mar,1,Policy Holder,0,15,more than 30,more than 30,Yes,No,External,none,4 to 8 years,Collision,Four-Door Car,Urban,53,Sedan - Collision,30000 to 39000,2,more than 7
CLM100000128,GO36627,Jan,4,Sunday,Tuesday,Jan,5,Policy Holder,0,13,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,38,Sedan - Liability,30000 to 39000,3,7 years
CLM100000129,QH48047,Jan,4,Sunday,Monday,Jan,4,Third Party,0,9,more than 30,more than 30,No,Yes,External,none,no change,Liability,Four-Door Car,Rural,27,Sedan - Liability,30000 to 39000,3,6 years
CLM100000130,RB50392,Nov,4,Monday,Tuesday,Nov,4,Policy Holder,0,14,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,29,Sedan - Collision,20000 to 29000,3,7 years
CLM100000131,UH65059,Jul,2,Friday,Friday,Jul,2,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Sports Car,Urban,32,Sedan - Collision,20000 to 29000,1,5 years
CLM100000132,FV21968,Apr,4,Thursday,Friday,Apr,4,Third Party,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,18,Sedan - Collision,20000 to 29000,3,3 years
CLM100000133,QA87025,Oct,3,Thursday,Thursday,Oct,4,Third Party,0,6,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,60,Sedan - Collision,20000 to 29000,4,more than 7
CLM100000134,TQ13499,Oct,3,Friday,Friday,Oct,3,Policy Holder,0,12,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,53,Sedan - Collision,more than 69000,3,more than 7
CLM100000135,BU44523,Apr,1,Tuesday,Friday,Apr,2,Policy Holder,0,16,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,29,Sedan - Collision,20000 to 29000,4,6 years
CLM100000136,MS41162,Mar,2,Sunday,Monday,Mar,2,Policy Holder,0,6,more than 30,more than 30,No,No,External,more than 5,no change,Collision,SUV,Urban,29,Sedan - Collision,20000 to 29000,2,7 years
CLM100000137,PU25891,Mar,2,Monday,Tuesday,Mar,4,Third Party,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Sports Car,Urban,41,Sedan - Collision,20000 to 29000,4,7 years
CLM100000138,RB81636,Feb,4,Monday,Wednesday,Mar,1,Policy Holder,0,9,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,29,Sedan - All Perils,20000 to 29000,4,7 years
CLM100000139,SX26335,Dec,4,Wednesday,Thursday,Jan,1,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,42,Sedan - All Perils,20000 to 29000,2,7 years
CLM100000140,AZ95587,Oct,5,Friday,Friday,Feb,1,Policy Holder,0,9,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,34,Sedan - All Perils,less than 20000,2,7 years
CLM100000141,DS81757,Jul,3,Monday,Tuesday,Jul,3,Policy Holder,0,11,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Two-Door Car,Urban,51,Sport - Collision,more than 69000,4,more than 7
CLM100000142,OJ94107,Jun,4,Monday,Tuesday,Jul,1,Policy Holder,0,3,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,SUV,Urban,32,Sedan - All Perils,20000 to 29000,4,6 years
CLM100000143,LP84436,Feb,5,Monday,Friday,Mar,1,Policy Holder,0,10,more than 30,more than 30,No,No,Internal,3 to 5,no change,Liability,Sports Car,Urban,52,Sedan - Liability,20000 to 29000,4,more than 7
CLM100000144,YV64727,Feb,3,Thursday,Friday,Feb,3,Policy Holder,0,8,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,61,Sedan - Collision,20000 to 29000,2,more than 7
CLM100000145,LM19287,Feb,3,Wednesday,Friday,Feb,4,Third Party,0,1,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Rural,25,Sedan - Liability,20000 to 29000,4,5 years
CLM100000146,ZU18643,Nov,1,Thursday,Friday,Nov,1,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,41,Sedan - All Perils,30000 to 39000,1,7 years
CLM100000147,AZ82578,Sep,3,Saturday,Tuesday,Sep,3,Third Party,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,33,Sedan - Liability,30000 to 39000,1,6 years
CLM100000148,XC67861,Dec,1,Monday,Tuesday,May,3,Policy Holder,1,1,more than 30,more than 30,No,No,External,more than 5,under 6 months,All Perils,Two-Door Car,Rural,39,Sedan - All Perils,30000 to 39000,3,more than 7
CLM100000149,YC43143,Jun,1,Tuesday,Thursday,Jun,2,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,30,Sedan - Collision,30000 to 39000,1,6 years
CLM100000150,EK59571,May,4,Monday,Monday,May,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,50,Sedan - Collision,20000 to 29000,4,more than 7
CLM100000151,GD83998,Jan,2,Monday,Friday,Jan,2,Third Party,0,8,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,31,Sedan - Collision,20000 to 29000,1,7 years
CLM100000152,WA25797,Jan,2,Tuesday,Tuesday,Jan,2,Policy Holder,0,8,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Sports Car,Urban,23,Sedan - Liability,30000 to 39000,4,5 years
CLM100000153,PD27940,Jan,2,Tuesday,Friday,Jan,2,Third Party,0,10,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,SUV,Urban,31,Sedan - Liability,30000 to 39000,3,7 years
CLM100000154,BS77946,Sep,4,Tuesday,Monday,Oct,1,Third Party,0,2,more than 30,more than 30,No,No,External,more than 5,2 to 3 years,All Perils,SUV,Urban,50,Sedan - All Perils,20000 to 29000,3,7 years
CLM100000155,YM50253,Jan,5,Saturday,Monday,Jan,5,Third Party,0,8,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,33,Sedan - Liability,20000 to 29000,3,6 years
CLM100000156,NR15332,Jan,5,Sunday,Tuesday,Feb,1,Policy Holder,0,6,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,30,Sedan - Liability,30000 to 39000,2,6 years
CLM100000157,RC62865,Jan,5,Monday,Thursday,Feb,1,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,44,Sedan - Collision,40000 to 59000,1,more than 7
CLM100000158,CC15295,Jan,4,Wednesday,Tuesday,Feb,4,Policy Holder,0,13,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,46,Sedan - All Perils,more than 69000,2,7 years
CLM100000159,KA61892,Jan,5,Saturday,Wednesday,Feb,1,Policy Holder,0,11,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Sports Car,Urban,31,Sedan - Liability,20000 to 29000,4,6 years
CLM100000160,OS94884,Jan,5,Friday,Friday,Jan,5,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,48,Sedan - Liability,20000 to 29000,3,more than 7
CLM100000161,ND87334,Dec,2,Friday,Friday,Jan,2,Policy Holder,1,12,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,33,Sedan - All Perils,more than 69000,3,6 years
CLM100000162,ML93326,Jan,4,Tuesday,Wednesday,Jan,4,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,0,Sedan - Liability,more than 69000,1,new
CLM100000163,YL74911,Jan,4,Friday,Wednesday,Jan,4,Third Party,0,5,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,SUV,Urban,37,Sedan - Liability,more than 69000,3,7 years
CLM100000164,JP69864,Jan,4,Friday,Thursday,Jan,4,Third Party,0,3,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,43,Sedan - All Perils,less than 20000,3,7 years
CLM100000165,HL53154,Jan,2,Wednesday,Monday,Jan,4,Third Party,0,14,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,32,Sedan - Collision,30000 to 39000,1,4 years
CLM100000166,RI78966,Jan,2,Thursday,Thursday,Jan,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,57,Sedan - Liability,20000 to 29000,1,more than 7
CLM100000167,IC13702,Jan,3,Friday,Monday,Jan,3,Third Party,0,8,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,65,Sedan - All Perils,20000 to 29000,2,more than 7
CLM100000168,BE10809,Oct,2,Saturday,Monday,Oct,2,Policy Holder,0,12,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,27,Sedan - Collision,20000 to 29000,4,6 years
CLM100000169,HT87217,May,4,Friday,Wednesday,Jul,2,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,4 to 8 years,All Perils,Four-Door Car,Rural,42,Utility - All Perils,more than 69000,4,more than 7
CLM100000170,TH95618,May,3,Thursday,Monday,May,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,57,Sedan - Liability,20000 to 29000,1,more than 7
CLM100000171,TS19868,Mar,4,Friday,Wednesday,Mar,5,Policy Holder,0,2,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,32,Sedan - All Perils,20000 to 29000,3,7 years
CLM100000172,LP45550,Mar,1,Saturday,Monday,Mar,3,Policy Holder,0,7,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,29,Sedan - Liability,20000 to 29000,2,7 years
CLM100000173,QR87004,Feb,2,Monday,Tuesday,Feb,4,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,36,Sedan - Collision,30000 to 39000,4,7 years
CLM100000174,OE75747,Feb,2,Monday,Monday,Feb,2,Policy Holder,0,2,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,28,Sedan - Liability,30000 to 39000,4,6 years
CLM100000175,DX91392,Feb,1,Monday,Tuesday,Feb,2,Policy Holder,0,14,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,32,Sedan - All Perils,less than 20000,1,6 years
CLM100000176,AB72731,Feb,1,Sunday,Thursday,Feb,2,Policy Holder,0,1,more than 30,more than 30,No,No,External,none,no change,All Perils,Sports Car,Urban,33,Sedan - All Perils,20000 to 29000,2,6 years
CLM100000177,RU49126,Feb,2,Tuesday,Wednesday,Feb,2,Policy Holder,0,1,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,SUV,Urban,37,Sedan - All Perils,30000 to 39000,2,more than 7
CLM100000178,IS12901,Jan,5,Tuesday,Wednesday,Feb,1,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Urban,26,Sedan - Liability,20000 to 29000,3,6 years
CLM100000179,IX37561,Jan,3,Sunday,Wednesday,Jan,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Two-Door Car,Urban,53,Sedan - All Perils,20000 to 29000,1,more than 7
CLM100000180,HH90090,Jan,3,Saturday,Tuesday,Jan,3,Third Party,0,12,more than 30,more than 30,No,No,External,none,no change,All Perils,Sports Car,Rural,53,Sedan - All Perils,20000 to 29000,3,more than 7
CLM100000181,IU25463,Jan,3,Monday,Tuesday,Jan,3,Policy Holder,0,8,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,74,Sedan - All Perils,less than 20000,4,more than 7
CLM100000182,KC11055,Jun,3,Tuesday,Thursday,Jul,4,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,no change,Collision,Luxury Car,Urban,50,Sedan - Collision,20000 to 29000,2,7 years
CLM100000183,PD33979,Jun,2,Thursday,Friday,Jun,2,Third Party,0,3,more than 30,more than 30,No,No,External,none,1 year,All Perils,Four-Door Car,Urban,27,Sedan - All Perils,20000 to 29000,4,6 years
CLM100000184,NK71023,Dec,2,Sunday,Tuesday,Feb,1,Third Party,0,7,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,48,Sedan - All Perils,20000 to 29000,1,more than 7
CLM100000185,AB13432,Jan,1,Sunday,Tuesday,Jan,1,Third Party,0,2,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,SUV,Urban,55,Sedan - All Perils,20000 to 29000,2,7 years
CLM100000186,OZ97704,Jan,1,Sunday,Wednesday,Jan,1,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,48,Sedan - All Perils,20000 to 29000,4,more than 7
CLM100000187,UF46533,Jan,1,Monday,Wednesday,Jan,2,Third Party,0,8,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,0,Sedan - Liability,more than 69000,4,new
CLM100000188,XP47431,Dec,5,Thursday,Friday,Jan,2,Third Party,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,54,Sedan - Liability,20000 to 29000,4,7 years
CLM100000189,GK73582,Jan,1,Saturday,Monday,Jan,1,Policy Holder,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,36,Sedan - Liability,30000 to 39000,1,7 years
CLM100000190,RV98763,Dec,2,Monday,Monday,Jan,1,Policy Holder,1,10,more than 30,more than 30,No,No,External,none,4 to 8 years,All Perils,Four-Door Car,Urban,43,Sedan - All Perils,30000 to 39000,2,more than 7
CLM100000191,II62831,Dec,5,Friday,Tuesday,Jan,1,Policy Holder,0,1,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,SUV,Urban,41,Sedan - Collision,30000 to 39000,4,more than 7
CLM100000192,XK33449,Feb,4,Tuesday,Wednesday,Feb,4,Policy Holder,0,6,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Two-Door Car,Urban,48,Sedan - All Perils,20000 to 29000,2,more than 7
CLM100000193,TR85083,Dec,3,Tuesday,Monday,Jan,2,Policy Holder,1,14,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Two-Door Car,Urban,26,Utility - All Perils,more than 69000,2,6 years
CLM100000194,EO95328,Feb,2,Sunday,Monday,Feb,3,Policy Holder,0,1,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,43,Sedan - All Perils,20000 to 29000,3,6 years
CLM100000195,EN21086,Dec,3,Thursday,Monday,Jan,1,Policy Holder,1,13,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,39,Sport - Collision,more than 69000,3,more than 7
CLM100000196,YL83902,Feb,1,Friday,Wednesday,Feb,2,Third Party,0,4,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,49,Sedan - Collision,30000 to 39000,3,more than 7
CLM100000197,AZ62651,Feb,1,Saturday,Monday,Oct,3,Third Party,0,14,more than 30,more than 30,No,No,External,none,no change,Collision,Luxury SUV,Urban,37,Sedan - Collision,30000 to 39000,3,7 years
CLM100000198,ZW25874,Aug,1,Wednesday,Thursday,Sep,2,Third Party,0,1,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,36,Sedan - Collision,20000 to 29000,3,7 years
CLM100000199,EH41854,Mar,1,Sunday,Friday,Mar,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Two-Door Car,Urban,52,Sedan - All Perils,20000 to 29000,4,6 years
CLM100000200,MW70227,Dec,4,Saturday,Monday,Jan,2,Third Party,0,16,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,29,Sedan - All Perils,less than 20000,4,6 years
CLM100000201,SL22297,Dec,4,Friday,Monday,Jan,1,Third Party,0,10,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,38,Sedan - Collision,20000 to 29000,4,more than 7
CLM100000202,RV14138,Dec,4,Monday,Tuesday,Jan,1,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,34,Sedan - Collision,20000 to 29000,4,6 years
CLM100000203,UO62808,Dec,4,Monday,Friday,Jan,2,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Rural,0,Sedan - Collision,more than 69000,3,new
CLM100000204,ZX64745,Sep,1,Monday,Tuesday,Sep,1,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Rural,41,Sedan - Liability,30000 to 39000,4,7 years
CLM100000205,FL34139,Dec,3,Friday,Tuesday,Jan,3,Third Party,1,16,none,more than 30,No,No,External,none,2 to 3 years,All Perils,Four-Door Car,Urban,41,Sedan - All Perils,less than 20000,3,7 years
CLM100000206,TS11219,Apr,4,Saturday,Tuesday,May,1,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,64,Sedan - Collision,20000 to 29000,3,more than 7
CLM100000207,XX12304,Dec,3,Saturday,Monday,Jan,2,Policy Holder,1,11,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,27,Sedan - Collision,more than 69000,4,4 years
CLM100000208,SD64087,Sep,5,Friday,Monday,Oct,1,Policy Holder,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,SUV,Urban,25,Sedan - Collision,more than 69000,4,5 years
CLM100000209,OY38576,Oct,1,Saturday,Tuesday,Oct,2,Third Party,0,5,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,21,Sedan - Collision,20000 to 29000,2,5 years
CLM100000210,BG76355,Dec,4,Tuesday,Wednesday,Mar,3,Third Party,0,16,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Rural,31,Sedan - All Perils,less than 20000,2,6 years
CLM100000211,IP66913,Apr,3,Monday,Monday,Apr,3,Policy Holder,0,3,more than 30,more than 30,No,No,External,more than 5,4 to 8 years,Collision,Two-Door Car,Urban,39,Sedan - Collision,20000 to 29000,1,more than 7
CLM100000212,LE95702,Feb,4,Wednesday,Monday,Feb,5,Third Party,0,1,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Rural,37,Sedan - All Perils,less than 20000,1,5 years
CLM100000213,KX54357,Feb,3,Monday,Tuesday,Feb,3,Policy Holder,0,11,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Two-Door Car,Urban,41,Sedan - Collision,20000 to 29000,4,7 years
CLM100000214,EZ78112,Aug,2,Thursday,Wednesday,Aug,3,Policy Holder,0,16,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,37,Sedan - All Perils,20000 to 29000,4,7 years
CLM100000215,XN16891,Jun,4,Saturday,Monday,Jun,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Rural,28,Sedan - Collision,30000 to 39000,1,7 years
CLM100000216,XK31350,Jun,1,Friday,Monday,Sep,2,Policy Holder,0,12,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,57,Sedan - Collision,20000 to 29000,1,more than 7
CLM100000217,CC30924,Jun,1,Friday,Tuesday,Jun,3,Policy Holder,0,9,15 to 30,more than 30,Yes,No,External,none,no change,Collision,Sports Car,Urban,61,Sedan - Collision,20000 to 29000,2,more than 7
CLM100000218,IT78748,Jan,5,Tuesday,Tuesday,Jan,5,Policy Holder,0,3,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Two-Door Car,Urban,69,Sedan - Liability,20000 to 29000,4,more than 7
CLM100000219,KY33386,Jan,5,Tuesday,Thursday,Feb,2,Policy Holder,0,11,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Sports Car,Urban,67,Sedan - Collision,20000 to 29000,1,more than 7
CLM100000220,CO44221,Feb,1,Thursday,Monday,Feb,1,Policy Holder,0,1,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,52,Sedan - All Perils,more than 69000,4,more than 7
CLM100000221,LK60013,Jul,4,Monday,Thursday,Sep,1,Policy Holder,0,15,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,23,Sedan - Liability,20000 to 29000,1,6 years
CLM100000222,DE21533,Jun,4,Wednesday,Friday,Jun,4,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,38,Sedan - Liability,less than 20000,4,7 years
